Timestamp,RSRP,RSSI,SNR
1559375262.05664,-54.3,-48.4,19.4
1559396863.53039,-54.1,-48,17.2
1559418471.1488,-54.8,-48.9,17.9
1559440072.59023,-54.8,-48.9,18.3
1559461676.14449,-54.4,-46.1,22.1
1559483284.50064,-54.3,-48.5,18.1
1559504889.28942,-54.2,-48.3,18.7
1559526496.02638,-54.3,-48.4,18.7
1559548100.08897,-54.5,-48.6,18.8
1559569700.99297,-54.8,-48.8,17.9
1559591305.7987,-54.5,-48.6,18.3
1559612914.31767,-55,-48.9,16
1559634514.43576,-54.3,-48.5,19.6
1559656116.19394,-54.3,-48.5,19.6
1559677720.8742,-54.7,-48.8,18.9
1559699323.69566,-54.8,-48.9,19.8
1559720931.27678,-54.6,-44,22.6
1559742536.26112,-54.6,-48.6,17.9
1559764144.44321,-54.8,-48.7,17.5
1559785744.81689,-54.5,-48.6,18.9
1559807345.71064,-54.5,-48.6,18.9
1559828953.3461,-55.2,-49.3,17.8
1559850562.0439,-54.7,-48.8,18.5
1559872164.83046,-54.7,-48.8,18.5
1559893764.97736,-54.6,-48.7,19.4
1559915373.50548,-54.4,-48.5,19.4
1559936978.00885,-54.9,-49,18.9
1559958583.09032,-54.9,-49,18.9
1559980185.20369,-54.9,-49,18.3
1560001792.95668,-54.7,-48.8,18.2
1560023401.143,-54.5,-48.4,17.3
1560045004.80656,-54.4,-48.6,18.6
1560066610.89378,-55,-49.1,17.6
1560088217.24702,-55,-49.1,17.6
1560109821.30962,-54.6,-48.7,17.7
1560131429.56093,-54.5,-48.6,18.8
1560153036.33494,-54.5,-48.6,18.8
1560174643.75216,-54.3,-48.5,18.5
1560196251.35292,-54.8,-48.9,18.1
1560217852.5935,-54.8,-48.9,18.1
1560239458.39004,-54.2,-48.3,19.3
1560261061.05661,-53.9,-48,19.4
1560282668.53476,-53.7,-47.5,15.1
1560304273.66839,-53.6,-47.4,15.5
1560325874.34176,-54.2,-48.1,15.6
1560347479.20309,-53.4,-47.5,18.9
1560369082.97143,-52.4,-46.4,17.1
1560390686.68899,-53.2,-47.3,19.3
1560412292.30104,-53.6,-47.7,20.2
1560433893.03856,-53.8,-47.9,18.3
1560455493.71117,-53.8,-47.9,19.4
1560477099.98676,-53.8,-47.9,19.2
1560498704.62425,-54,-48.1,18.8
1560520304.79535,-53.3,-47.4,19.6
1560541909.02342,-53,-47.2,19.3
1560563515.47716,-53.1,-47.1,16.2
1560585124.47035,-53.1,-47.2,18.8
1560606728.75266,-53.5,-47.6,19.4
1560628333.26253,-52.9,-47,18.6
1560649942.00643,-53.1,-47.2,19.5
1560671547.56998,-53.2,-47.3,19
1560693148.34058,-53.2,-47.3,19
1560714752.64586,-53.6,-47.7,18.8
1560736359.78322,-53.7,-47.9,19.3
1560757966.64616,-53.7,-47.9,19.3
1560779568.21578,-53.4,-47.5,19.7
1560801171.78809,-53.4,-47.5,19.1
