Timestamp,RSRP,RSSI,SNR
1583121196.81957,-51.9,-45.7,18.8
1583164399.94908,-57,-49.7,15.2
1583207607.95246,-52.8,-46.3,19.1
1583250813.71297,-59.4,-51.9,12.5
1583294014.21967,-52.8,-46.3,18.2
1583337222.03303,-98.2,-90.6,7.1
1583380430.13717,-96.8,-90.2,11.4
1583423630.92822,-101.7,-92.9,4.8
1583466835.70958,-100.6,-91.4,5.6
1583510042.68663,-95.3,-88.5,9.6
1583553244.01115,-94.7,-87.9,10.4
1583596448.05369,-95.4,-88.7,10.2
1583639653.9857,-95.8,-88.8,9.7
1583682854.56258,-99,-92.1,10.6
1583726059.13355,-93.4,-86.1,8.9
1583769267.50816,-99.3,-88.3,1.7
1583812471.39619,-97.6,-89.2,5.8
1583855673.82208,-90.1,-83.2,9.4
1583898879.15996,-98.6,-86.6,3
1583942088.01637,-95.4,-86.1,9.2
1583985289.11199,-93.4,-86.3,9.1
1584028495.54149,-94,-86.8,8.9
1584071696.02474,-100.3,-90.8,4.3
1584114902.60798,-97.4,-88.9,5.7
1584158104.04683,-97.5,-89.6,7.5
1584201310.69574,-96.9,-87.8,4.5
1584244513.60983,-97.9,-86.4,6.1
1584287721.08982,-97.6,-89.5,6.8
